short_description,close_notes,etiqueta
"ONE ID NO PERMITE AVANZAR EN LA VINCULACIÓN, ","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) usuarios de marval no les permite avanzar ,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buenos días

Agradezco reenviar NIC para firma de la cliente:

VANESSA 	SARA	PEREZ	CC	1143386926	Validación OTP	Aprobado	3136981760	0602000140053820","Cordial saludo.


Buen dia, se procedió con el respectivo  reenvió de firmas  para el NIC y encargo mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que si se hizo el envió de los documentos al correo asociado en las fechas estipuladas, se adjunta evidencia.",1
"Buenos días

Agradezco reenviar el contrato al asesor de sala para la respectiva firma:

CRISTHIAN SANTIAGO 	ACUNA	PINEDA	CC	1018465426	Validación OTP	Aprob","Cordial saludo.


Buen dia, se procedió con el respectivo  reenvió de firmas  para el asesor . Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que si se hizo el envió de los documentos al correo del asesor, pero aun así se solicita su respectivo reenvió, el cual ya se realizo.",1
"Agradezco su colaboración enviando lso documentos, toda vez que la cliente manifiesta que no llegan. 
Nombre : Cindy Lorena Cardozo Tequita 
CC 1020750870
En","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Agradezco su colaboración con el envió de los contratos de encargo que se firmaron para los siguientes terceros, toda vez que manifiestan que solo ha llego el N","Cordial saludo.

Se reenvió la documentación y se procedió como se había mencionado en la respuesta inicial. ",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) -  no llega el correo de firma para el segundo comprador del Encargo:,"Cordial saludo.


Buen dia, se observa que el documento encargo ya fue firmado por todos los participantes, el proceso de firmas se completó el dia de ayer 03 de julio en horas de la noche, por lo que ya deben de disponer de la respectiva documentación el día de hoy 4 de julio en el davibox. Se queda atento a cualquier solicitud adicional.

Causal del incidente: se menciona que el encargo aun no le ha llegado a los clientes mencionados, pero el proceso de firmas ya se completo.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)  reenviar el correo del Encargo para firma a la compradora,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"**URGENTE** Agradecemos su colaboración confirmando porque a los siguientes clientes UNICAMNETE esta llegando el NIC para firma, pero NO reciben el contrato de ","Cordial saludo.

Buen dia, se procedió de la siguiente manera:
1. para el primer caso  y segundo caso con CC 1033713831 se encontró que la vinculación está en etapa 3, por lo que ni siquiera se ha generado aún el proceso de firmas, por favor verificar tanto los datos del cliente y/o el número del encargo.

2. Para el segundo caso de la imagen adjunta se observa que el correo susydevia524@gmail.com ya firmo el encargo pero ahi un error con el otro correo ya que se diligencio como: guaraca.miryam0@gmail.com y este no existe, se hizo el reenvio al correo:guaracamiryam0@gmail.com que es el que aparece en la imagen.

3. En este caso se observa que todos los documentos ya se encuentran firmados por todos los participantes.

4.  ahi una inconsistencia con el correo ya que se diligencio como: sonerosoy26@hotmail.com
 y este no es que se menciona en la imagen, se hizo el reenvio al angiecarolinacenteno@gmail.com
 que es el que aparece en la imagen.


Causal del incidente: Se observa que hay un mal diligenciamiento en los correos para el proceso de firmas. También se recomienda encarecidamente que para próximas ocasiones NO se envie los adjuntos en formato imagen, si no como documento o texto para facilitar enormemente el diligenciamiento del incidente.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID):colaboración con la legalización del  0602000140127129 ,"Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 1045741894 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 1045741894 se encontraba vencido.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)  -  06/07/2023Buen dia solicito tu colaboracion verificando el correo de vinculacion del encargo 0602000140261373,"Cordial saludo.


Buen dia, se observa que el documento NIC para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: lyons32@hotmail.com para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el NIC si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)  -  06/07/2023Tu ayuda con la legalizacion del encargo 0602000139896817 derivado de que no esta legalizado,"Cordial saludo.


Buen dia, se observa que el documento NIC ya fue firmado por todos los participantes, se subieron los respectivos documentos al davibox por lo que ya deberán de disponer de ellos el día de mañana 07 de julio para la legalización de encargo. Se queda atento a cualquier solicitud adicional.

Causal del incidente: se observa que la documentación ya se encuentra firmada por todos los participantes y se subieron los respectivos documentos al davibox .",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID): legaliacion del encargo 0602000139972691 se finalizo todo el proceso de firmas ,"Cordial saludo.


Buen dia, se observa que el documento NIC para el primer comprador con CC 79723144 ya fue firmado por todos los participantes, se subieron los respectivos documentos al davibox por lo que ya deberán de disponer de ellos el día de mañana 07 de julio, para el segundo comprador con CC 52321162 se observa que el documento estaba vencido por lo que se realiza el respectivo aumento de plazo para firmas. Se queda atento a cualquier solicitud adicional.

Causal del incidente: se observa que la documentación ya se encuentra firmada por todos los participantes y se subieron los respectivos documentos al davibox y también que uno de los NICs estaba vencido por lo que se debió ampliar el plazo .",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)  -  06/07/2023Solicto su ayuda corrigiendo el correo del cliente 20737820  en la vinculacion derivado de que quedo,"Cordial saludo.

Buen dia.  Se verifica el proceso de firmas y se ajusta el correo de el cliente a Olguin1124@gmail.com, también se envía notificación por correo electrónico a el cliente para firmar documentos.

Causal del incidente: el correo proporcionado por el cliente estaba mal diligenciado.",1
"Buen dia Estimados

Reciban un cordial saludo

Constructora Jimenez nos reporta que el cliente DAVID ANDRES HERRERA FORERO  con C.C. 1.014.230.909 solo reci","Cordial saludo.

Muy buen dia, se confirma que el cliente ya recibió la respectiva documentación, tanto NIC como encargo para sus firmas. Se queda atento a cualquier solicitud adicional.

Causal del incidente: se mencionó que el cliente no había recibido la documentación, se hizo la respectiva revisión y se observó que el cliente ya recibió tanto el NIC como el encargo",1
"VINCULACION PREVENTAS FIDUCIARIA (ONE ID): casos que a pesar de que todas las partes firmaron, aún no se actualiza el estado e ONE ID.","Cordial saludo.


Buen dia, se observa que los documentos  ya fueron firmados por todos los participantes, se subieron los respectivos documentos al davibox por lo que ya deberán de disponer de ellos el día de mañana 08 de julio para la legalización de documentos. Se queda atento a cualquier solicitud adicional.

Causal del incidente: se observa que la documentación ya se encuentra firmada por todos los participantes y se subieron los respectivos documentos al davibox .",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que la documentación ya  ya fue firmada por todos los participantes, se subieron los respectivos documentos al davibox por lo que ya deberán de disponer de ellos el día de mañana 08 de julio para la legalización de encargo. Se queda atento a cualquier solicitud adicional.

Causal del incidente: se observa que la documentación ya se encuentra firmada por todos los participantes y se subieron los respectivos documentos al davibox, se encontró además que la documentación ya estaba en el bucket de la aplicación, por lo que pudo haber ocurrido una eventualidad con la herramienta de davibox al momento de hacer el envió de los documentos .",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 72003573 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional. Se adjunta evidencia.

Causal del incidente: el documento NIC para el comprador con cedula: 72003573  se encontraba vencido y no había sido firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) -   no llegaron encargos a los clientes,"Cordial saludo.


Buen dia, se observa que el encargo para el primer cliente se encontraba vencido, al igual que el NIC para el segundo caso, se procedió con la respectiva ampliación y  reenvió de firmas  para el encargo y NIC  mencionados. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento encargo y NIC se encontraban vencidos, se hizo la respectiva ampliación y  reenvió de la documentación .",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) se firmo las dos veces por el primer comprador y quedo errado,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139897781 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 12 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que el documento NIC para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: cowboy777@hotmail.com
 para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el NIC si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 36176118 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas al correo: valentina.bohorquez@constructorabolivar.com, por otro lado el NIC con la cédula adjunta ya esta firmado por todos los integrantes al igual que el encargo  . Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 36176118 se encontraba vencido.",1
11/07/2023Buen dia solicito tu auyuda enviando el paquete de firmas al correo valentina.bohorquez@constructorabolivar.com con el fin de terminar las firmas de,"Cordial saludo.


Buen dia, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: valentina.bohorquez@constructorabolivar.com
 para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el Encargo si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139935664 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 12 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que el documento NIC para el cliente mencionado no se ha firmado por ninguno de los involucrados.  se adjunta evidencia. se reenvió nuevamente en NIC al cliente para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el NIC si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que aún faltan por firmar tan el NIC del cliente 1019039114, como el encargo ninguno de los dos documentos ha sido firmado por ninguno de los participantes. Se hace el reenvió de la documentación. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se menciona que la documentación completa ha sido firmada, pero aun hace falta por firmar tanto el NIC de un cliente como el Encargo. Se adjunta evidencia de que si se ha estado enviando la documentación. ",1
"POR FAVOR ENVIAR EL CONTRATO DE ENCARGO PARA FIRMAS

AURA CRISTINA LIBREROS GIL
C.C 1112483770
CORREO crisyeidey@gmail.com
ENCARGO FIDUCIARIO 0602000140251","Cordial saludo.


Buen dia, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: crisyeidey@gmail.com para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el Encargo si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.

Buen dia, para el primer caso se encontró que la vinculación ya está finalizada en su totalidad y todos los participantes ya firmaron toda la documentación  y con respecto al caso con número de encargo: 0602000140033061 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 13 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos nos viajaron al davibox y no se ha podido legalizar la vinculación.",0
"13/07/2023
Por favor corregir correo del encargo 0602000140348063 correo correcto  tibaquirajimy@gmail.com
Grupo de Asignación: Proveedor - Davinci V. Prevent","Cordial saludo.


Buen dia, se corrigió el correo del documento encargó a: tibaquirajimy@gmail.com, se reenvio la solicitud de firmas a ese correo. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se solicitó la corrección de un correo para el documento encargo .",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.

Buen dia,el caso con número de encargo: 0602000140033061 se verificó y se encontró que todos los involucrados ya finalizaron el procesos de firmas y la documentación se subió a la herramienta davibox el dia 29 de junio, de igual manera se vuelve nuevamente a subir la documentación para que se disponga de ella el dia de mañana 18 de julio. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados tanto NIC como Encargo ; se subió nuevamente la documentación a la herramienta davibox.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) legalizacion 0602000139897401 del encargo derivado,"Buenas tardes.
Notamos que efectivamente los documentos ya fueron firmados se realiza cargue y estos estarán disponibles en la herramienta davibox para el dia de mañana 17 de julio.",0
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Buenas tardes.
Notamos que los documentos efectivamente ya están firmados, realizamos el cargue de estos y estarán disponibles en la herramienta davibox para el dia de mañana 18 de julio.",0
"17/07/2023
Buen dia solicito tu colaoracion con la legalizacion del encargo 0602000139970570 derivado que se finalizo el proceso de firmas y no encuentra legal","Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139970570 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 18 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"17/07/2023
Buen dia solicito tu ayuda con el envio a firmas nuevamente del nic del enecargo 0602000139971453
Grupo de Asignación: Proveedor - Davinci V. Preve","Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 1026253334 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 1026253334 se encontraba vencido.",1
"17/07/2023
Buen dia solicito tu colaboracion con la legalizacion del encargo 0602000139899753 derivado de que se finalizo el proceso de firmas pero no se encue","Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139899753 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 18 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"Agradezco su colaboración reeenviado el Formato NIC para firma del tercero, toda vez que se vencieron los tiempos y la cliente solo firmo el Encargo Fiduciario.","Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 1019094387 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 1019094387   se encontraba vencido.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.

Buen dia,para los casos con numero: 0602000139910196, 0602000139972857 y 0602000139897443 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 18 de julio y se pueda realizar la respectiva legalización, para el último caso se reenvió el NIC nuevamente para firmas al correo:dianacarolinarojad@gmail.com
. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"17/07/2023
Buen dia solicito tu ayuda con el envio del paquete de vinculacion del encargo 0602000139897120derivado de que no se ha finalizado con el proceso de","Cordial saludo.

Buen dia,el  caso con número de encargo:  0602000139897120 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 18 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"Agradezco su colaboración reeenviado el Formato NIC para firma del tercero, toda vez que se vencieron los tiempos y la cliente solo firmo el Encargo Fiduciario.","Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 1024498193 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 1024498193   se encontraba vencido.",1
"17/07/2023
Buen dia solicito tu ayuda con el usuario laura.moreno@constructorabolivar.com derivado de que la asesora no le permite el ingreso
Grupo de Asignac","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"19/07/2023
0602000139897211
Solicitamos por favor enviar nuevamente sobre para subsanar firmas del NIC y Encargo fiduciario a 
nancy.pardo@constructoraboliva","Cordial saludo.


Muy buen día, se observa  que el caso  no corresponde a un incidente, se verifica que el cliente ya firmo el NIC pero el encargo aun no ha sido firmado por el mismo, por lo que aún no se ha concluido con la respectiva legalización. Se queda atento a cualquier solicitud adicional.",0
"Buen dia Estimados

Reciban un cordial saludo

Atentamente me permito solicitar su urgente colaboración derivado que Constructora Coandes nos reporta que el","Cordial saludo.


Buen dia, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: blanca.bejarano@fepoli.com para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el Encargo si se ha estado enviando pero no se ha firmado.",1
"21/07/2023
1055918089 - 0602000140378664
Problema pago (el cliente no puede pagar con su cédula), no puedo adjuntar el paquete completo por el peso pero ya ll","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"21/07/2023
1010007820 - 602000139996773 
El cliente realizo la firmar y enviaron los certificados de firma. Sin embargo aparece como no legalizado 
Grupo de ","Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139996773 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 22 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"21/07/2023
1047344766 - 0602000140126592
YA ESTAN LOS DOCUMENTOS FIRMADOS CON LA AUDITORIA PERO EL CLEINTE NO PUEDE PAGAR CON SU CEDULA 
Grupo de Asignación:","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"ENVIAR NIC Y ENCARGO PARA FIRMA, PUES EL CLIENTE NO LO RECIBIO

 

Nombre comprador: JASSON ERNESTO BARRERA SOSA

Cedula: 1072195806

Celular: 350 465 1","Cordial saludo.


Buen dia, se observa que el documento NIC y encargo  para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: jassonernestobarrerasosa@gmail.com para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el NIC  y encargo si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que el documento Encargo para el comprador con cédula: 66922813 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento Encargo para el comprador con cedula: 66922813 se encontraba vencido.",1
"25/07/2023
0602000139972626 - 51906728
Al cliente no le llega correo con documentos a firmar (ONE ID): Se solicita se envie el el  nit al correo  luzmarleny55","Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 51906728 no se ha firmado y no se encontraba el correo mencionado. se adjunta evidencia , se hace el reenvió al correo: luzmarleny55@yahoo.es . Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 51906728 no se ha firmado se ha estado realizando el envió a los correos asociados, pero se solicito cambiar el correo para firmas.",1
"25/07/2023
0602000139896965 - 51992950
NIC y Fiducia firmadas, pero aparece en el informe sin legalizar
Grupo de Asignación: Proveedor - Davinci V. Preventas","Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139896965 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 26 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"25/07/2023
0602000139897211 - 1023030732
Solicitamos por favor enviar nuevamente sobre del Encargo para poder legalizar la fiducia
Grupo de Asignación: Prove","Cordial saludo.


Buen dia, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: mguadalupesst@gmail.com para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el Encargo si se ha estado enviando pero no se ha firmado.",0
"25/07/2023
0602000139897807 - 1022380098
NIC y Fiducia firmadas, pero aparece en el informe sin legalizar
Grupo de Asignación: Proveedor - Davinci V. Prevent","Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139897807 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 26  de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"25/07/2023
CC 14679525 - JOSE WILMAR OROZCO PALTA
APLICATIVO AL MOMENTO DE TRAMITAR VINCULACION ARROJA ERROR, NO COINCIDEN LOS DATOS 
Grupo de Asignación: Pr","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"25/07/2023
1007292171
SE SOLCIITA REACTIVACION DE FIRMAS DEL NIC POR VENCIMIENTO
Grupo de Asignación: Proveedor - Davinci V. Preventas Fiduciaria (One ID), A","Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 1007292171 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 1007292171 se encontraba vencido.",1
"25/07/2023
79832808 - 0602000139935243
El encargo tiene 2 titulares, los 2 titulares han firmado los 3 documentos, NIC, encargo y W9, lo unico que faltaba era","Cordial saludo.

Buen dia,el  caso con número de encargo: 0602000139935243 se verificó y se subió los respectivos documentos al davibox para que dispongan de ellos el dia de mañana 26 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que los documentos estaban firmados pero la documentacion no se encontraba en el davibox.",0
"26/07/2023
1045741894 - 0602000140126311 
Buenas tardes, solicito amablemente  apoyo con el encargo fiduciario aperturado por One Id no les ha llegado correo ","Buenos dias.
Desde el lado de la herramienta se han estado reenviando el documento encargo para firmar. Realizamos reenvio nuevamente por favor validar, por ahora el incidente se da como resuelto, en caso de alguna novedad por favor reabrir nuevamente.",0
"Buen día,  de las vinculaciones del dia 25/07/2023, en relacion al  cliente CC 79832808 JORGE EMERSON	JIMENEZ	RIOS se evidencia que el formulario w9 no correspo","Buenos dias.
Luego de la sesión de entendimiento del problema,  realizamos las validaciones y detectamos que el cliente se vinculo de manera duplicada y esto pudo haber causado el cruce entre documentos, realizamos el ajuste y cargamos el documento del W9 del cliente mencionado y para que dispongan de el a partir del dia de mañana 29 de Julio, en caso de alguna novedad por favor reabrir nuevamente el incidente, por ahora se da como resuelto.",0
"26/07/2023
cc 1010077103 - ROMERO FERNANDEZ YARIS PAOLA
El asesor de ventas no puede crear su usuario para ingresar a ONE ID, no llega el correo con codigo de","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"26/07/2023
52998298 - 0602000140388515
Corregir datos del cliente (correo, nombres, celular, etc), CLIENTE DEL EXTERIOR EL CUAL SE RADICO MAL NUMERO DE SOCIAL","Cordial saludo


Buenas tardes, lo escalado no corresponde a una falla tipo tecnológica de la plataforma, si no mas bien es una gestión administrativa que nosotros como área de soporte no podemos gestionar. se recomienda volver a realizar la vinculación con los datos correctos",1
"Buen dia Estimados

Reciban un cordial saludo

Atentamente me permito solicitar su colaboracion derivado que Colsubsidio nos reporta para el Proyecto La Arb","Cordial saludo.


Buen dia, se observa que el documento NIC y Encargo  para el comprador con cédula: 1033714196 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC y Encargo para el comprador con cedula: 1033714196 se encontraba vencido.",1
"Se solicita reenvio de NIC de los siguientes clientes,:

Encargo 0602000140289333 
DEISY JOHANNA RODRIGUEZSANCHEZ - 52979111
EFREN JOHANY LAITONSOTELO - 807","Cordial saludo.


Buen dia, se observa que el documento NIC para los compradores con cédula: 52979111 y 80793043  no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para los NICs mencionados. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para los compradores  con cedula: 52979111 y 80793043 se encontraba vencido.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.

Buen dia, para el cliente con numero de cedula 1012452819	se verificó , se hizo el respectivo ajuste a la fecha de nacimiento del documento  y se subió el respectivo NIC para que dispongan de el el dia de mañana 29 de julio y se pueda realizar la respectiva legalización. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: Se observa que el documento NIC presentaba una inconsistencia en la fecha de nacimiento, se realizo el respectivo ajuste y se subió el documento al davibox.",0
"Buenos dias:
Bolivar cali esta vinculado a un cliente y en la primera hoja le dice que los datos no coinciden pero la información está ok 
Adjunto certificado","Cordial saludo.


Muy buen dia, nuestro proveedor ya realizo el ajuste y ya se puede realizar la vinculación nuevamente con los datos del cliente, si no es posible el dia de hoy por favor verificarlo nuevamente el dia de mañana, se queda atento a cualquier solicitud adicional.

Causal del incidente: no se permitía continuar con la vinculación con los datos del cliente.",0
"28/07/2023
602000139987301 - 1073164250
cordial saludo, por favor me colaboran validando este encargo fiduciario, el cual al segundo titular no le llegaron lo","Cordial saludo.


Buen dia, se observa que el documento NIC para el comprador con cédula: 1073164250 no se ha firmado y se encontraba vencido se procedió con la respectiva ampliación y  reenvió de firmas  para el NIC  mencionado al correo: nanomarentes@hotmail.com
. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: el documento NIC para el comprador con cedula: 1073164250  se encontraba vencido.",1
"VINCULACION PREVENTAS FIDUCIARIA (ONE ID) -  ""no se han podido enviar los documentos para firmas, por favor inténtelo nuevamente""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Muy buen dia, se observa que el cliente aun no ha completado completamente el proceso de firmas, por lo que el correo aun no le llega al asesor, se reenvió nuevamente el correo de firmas a la dirección: mariapaula1403.mpab@gmail.com
para que por favor se complete el proceso de firma en su totalidad por parte del cliente. Se queda atento a cualquier solicitud adicional.


Causal del incidente: el cliente aun no ha completado en su totalidad el correo para firmas, por lo que al asesor aun no le va a llegar la solicitud de firmas.",1
"Buenas tardes

Agradezco su ayuda, se esta realizando el proceso de vinculación de la cliente cc 37936466 pero se queda cargando la herramienta en el proceso ","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
